ask_price,bid_price,ask_size,bid_size,cur_price,cur_volume,macd,macd_signal,macd_hist,stoch_slowk,stoch_slowd,vave,sma,rsi,stddev
4526421.23287671,4489130.1369863,999999999999.0,999999999999.0,4507486.842105263,0.144873149210526,44934.52246954758,56372.46916999944,-11437.94670045186,32.37179487179484,47.058404558404526,4684266.666666667,4684266.666666667,70.66554414446016,5455.272678794342
4523631.75675676,4488310.81081081,999999999999.0,999999999999.0,4506723.849372385,0.0920057177405858,42505.928922080435,53599.161120415636,-11093.232198335201,32.88461538461536,37.07977207977205,4689633.333333333,4689633.333333333,71.50696073428819,1959.5917942265426
4531783.13253012,4496469.87951807,999999999999.0,999999999999.0,4511516.666666667,0.1536700435,39400.83792139217,50759.49648061094,-11358.65855921877,20.530303030303006,28.595571095571064,4694300.0,4694300.0,66.86002396238638,2939.3876913398135
4713928.57142857,4668095.23809524,999999999999.0,999999999999.0,4693615.384615385,0.187841221538462,33328.178728017025,47273.232930092156,-13945.05420207513,22.374565325384975,25.263161246767776,4697666.666666667,4697666.666666667,50.997577881103894,18126.224096595517
4715337.20930233,4675546.51162791,999999999999.0,999999999999.0,4695000.0,0.371523796,25717.654531178065,42962.11725030934,-17244.462719131276,9.844444843457262,17.583104399715076,4699733.333333333,4699733.333333333,42.56852758385048,31193.58908493859
4734893.61702128,4708131.20567376,999999999999.0,999999999999.0,4721100.0,0.161929395428571,20259.635237003677,38421.620847648206,-18161.98561064453,11.633418921587968,14.617476363476728,4701900.0,4701900.0,45.68709486645655,32028.73709655128
4736202.53164557,4708898.73417722,999999999999.0,999999999999.0,4722333.333333333,0.0900172677777778,15832.302340006456,33903.75714611985,-18071.454806113397,10.97228419852246,10.816715987855892,4703933.333333333,4703933.333333333,46.002857422790235,25287.15088735779
4678363.63636364,4648963.63636364,999999999999.0,999999999999.0,4662636.363636363,0.111429917272727,11943.852892615832,29511.776295419048,-17567.923402803215,14.798700976746469,12.468134698952293,4706033.333333333,4706033.333333333,45.15471911535717,10256.705123966469
4683230.15873016,4650563.49206349,999999999999.0,999999999999.0,4667151.515151516,0.148733195757576,9000.550870954059,25409.53121052605,-16408.98033957199,22.360376249265116,16.04378714151134,4707766.666666667,4707766.666666667,46.22246389023919,4147.288270665545
4689150.0,4658200.0,999999999999.0,999999999999.0,4675125.0,0.22466954125,7549.239590496756,21837.47288652019,-14288.233296023434,48.89463998159649,28.68457240253602,4707166.666666667,4707166.666666667,50.383477947402454,5314.132102234569
4688953.48837209,4659046.51162791,999999999999.0,999999999999.0,4675000.0,0.0230649775,5927.280728708021,18655.434454957758,-12728.153726249737,66.48723257418908,45.91408293501689,4705800.0,4705800.0,48.692891854761406,5491.812087098392
4685713.82636656,4655173.63344051,999999999999.0,999999999999.0,4670753.623188406,0.402797951739131,4429.4237204268575,15810.232308051578,-11380.80858762472,73.15389924085575,62.845257265547104,4704866.666666667,4704866.666666667,47.99910358918052,5268.775948927796
4680762.98701299,4650035.71428571,999999999999.0,999999999999.0,4664653.846153846,0.249943501538462,3364.95542367734,13321.176931176731,-9956.221507499391,63.49206349206347,67.71106510236943,4703966.666666667,4703966.666666667,48.7849606797593,3867.815921162743
4676843.94904459,4644452.22929936,999999999999.0,999999999999.0,4656203.703703703,0.258176442962963,1774.6745025916025,11011.876445459706,-9237.201942868103,43.23062558356674,59.95886277216198,4702833.333333333,4702833.333333333,45.455910765794364,4534.313619501853
4673808.91719745,4640929.93630573,999999999999.0,999999999999.0,4651969.696969697,0.225246777373737,1465.7686584079638,9102.654888049357,-7636.886229641394,52.3881347410759,53.03694127223537,4701533.333333333,4701533.333333333,50.32344727934004,4029.8883359219767
4677517.24137931,4645882.75862069,999999999999.0,999999999999.0,4657250.0,0.120434343333333,1127.2724140081555,7507.578393241117,-6380.305979232961,52.746557680144,49.455106001595546,4699466.666666667,4699466.666666667,49.92362127128802,4261.4551505325035
4715200.0,4690000.0,999999999999.0,999999999999.0,4701000.0,0.070868305,609.9061551308259,6128.043945619059,-5518.137790488233,70.14061207609593,58.42510149910529,4697600.0,4697600.0,48.67420975528554,4242.640687119285
4713759.61538462,4686269.23076923,999999999999.0,999999999999.0,4700472.222222222,0.187692345277778,277.38380239065737,4957.9119169733785,-4680.528114582721,62.36559139784944,61.750920384696464,4696100.0,4696100.0,49.1312077348346,4242.640687119285
4713990.0,4683920.0,999999999999.0,999999999999.0,4698400.0,0.026783799,1130.508639389649,4192.4312614566325,-3061.9226220669834,71.21351766513055,67.90657371302531,4694766.666666667,4694766.666666667,55.15176522940697,5388.877434122992
4725140.35087719,4689845.61403509,999999999999.0,999999999999.0,4710450.0,0.2151728368,1865.8000798942521,3727.1050251441566,-1861.3049452499044,75.38809072015901,69.65573326104635,4693366.666666667,4693366.666666667,55.55638888368,7014.271166700073
4720171.20622568,4681583.65758755,999999999999.0,999999999999.0,4700911.392405063,0.199019512025316,2101.5321192657575,3401.990443968477,-1300.4583247027194,71.00736590932668,72.5363247648721,4691866.666666667,4691866.666666667,53.47800490673145,6910.861017268398
4705174.75728155,4672375.40453074,999999999999.0,999999999999.0,4688976.7441860465,0.255403490465116,2661.133778383024,3253.8191108513865,-592.6853324683625,61.80101670297748,69.39882444415441,4691266.666666667,4691266.666666667,55.708527329185756,5844.655678480983
4706640.12738854,4668025.47770701,999999999999.0,999999999999.0,4683014.492753623,0.138537439565217,2829.925576513633,3169.040403983836,-339.1148274702027,56.22032288698954,63.00956849976459,4690166.666666667,4690166.666666667,54.034526958623516,1720.4650534085254
4702749.19614148,4668244.37299035,999999999999.0,999999999999.0,4686567.796610169,0.287600266101695,3727.6407963996753,3280.760482467004,446.88031393267147,69.5827048768225,62.53468148892987,4689266.666666667,4689266.666666667,58.510016649499384,4079.215610874228
4697000.0,4662405.06329114,999999999999.0,999999999999.0,4681076.923076923,0.158169726923077,3670.549976692535,3358.71838131211,311.8315953804249,59.125188536953225,61.64273876692179,4688066.666666667,4688066.666666667,53.46454367333232,4127.953488110059
4692000.0,4655000.0,999999999999.0,999999999999.0,4667371.428571428,0.0595702708571428,3264.9027535403147,3339.955255757751,-75.05250221743609,46.732026143790826,58.47997318585555,4686433.333333333,4686433.333333333,51.34532985931375,4354.308211415449
4687973.50993378,4654658.94039735,999999999999.0,999999999999.0,4669034.482758621,0.177528261551724,2750.3369490364566,3222.031594413492,-471.69464537703516,19.17211328976033,41.67644265683482,4684333.333333333,4684333.333333333,50.272347057297495,5161.395160225576
4690614.37908497,4654761.4379085,999999999999.0,999999999999.0,4679611.764705882,0.269960204705883,6703.308618453331,3918.2869992214596,2785.0216192318717,37.514934289127815,34.47302457422635,4684500.0,4684500.0,69.28275541131029,20362.711017936683
4696034.81012658,4667120.25316456,999999999999.0,999999999999.0,4680850.0,0.142738367125,8926.254415079951,4919.880482393158,4006.3739326867935,56.69056152927118,37.792536369386475,4684400.0,4684400.0,64.45782426655984,23482.75963339914
4697601.30718954,4666307.18954248,999999999999.0,999999999999.0,4681818.181818182,0.128286985454545,10406.610758134164,6017.226537541359,4389.384220592805,78.49462365591395,57.566706491437685,4684166.666666667,4684166.666666667,63.505268513691625,23229.29185317538
4695855.42168675,4669963.85542169,999999999999.0,999999999999.0,4682647.05882353,0.287835708235294,10969.207770405337,7007.6227841141545,3961.5849862911828,68.81720430107524,68.00079649542016,4683733.333333333,4683733.333333333,60.611424032423876,18910.314645716502
4696158.27338129,4670561.15107914,999999999999.0,999999999999.0,4696647.05882353,0.165333534411765,11843.388247023337,7974.7758766959905,3868.612370327346,57.87912495365217,68.39698430354716,4683400.0,4683400.0,62.74441163250032,5810.33561853358
4717700.0,4685680.0,999999999999.0,999999999999.0,4706465.7534246575,0.173821939726027,12552.864252954721,8890.393551947736,3662.470701006985,52.1719289238755,59.62275272620101,4683433.333333333,4683433.333333333,63.35500123043267,3162.2776601683795
4731561.29032258,4695387.09677419,999999999999.0,999999999999.0,4717759.090909091,0.1582955365,11848.859821670689,9482.086805892326,2366.7730157783626,31.74182139699378,47.26429175817385,4684333.333333333,4684333.333333333,56.38826410894091,5161.395160225576
4740635.7615894,4700175.49668874,999999999999.0,999999999999.0,4729219.047619048,0.181224613142857,11401.575896058232,9865.984623925508,1535.591272132724,29.948717948717917,37.95415608986243,4686366.666666667,4686366.666666667,57.467575018400865,5344.155686354955
4748552.2875817,4709568.62745098,999999999999.0,999999999999.0,4738294.117647059,0.140554943333333,10681.891043843701,10029.165907909146,652.7251359345555,19.999999999999968,27.230179781903924,4687966.666666667,4687966.666666667,55.97571683539536,6013.3185513491635
4760413.1147541,4725088.52459016,999999999999.0,999999999999.0,4745250.0,0.133521698333333,9916.532358560711,10006.639198039458,-90.10683947874713,26.66666666666664,25.538461538461544,4689500.0,4689500.0,55.458896820285034,5564.171097297422
4762412.5,4725150.0,999999999999.0,999999999999.0,4754207.547169811,0.147555626226415,8964.567207884975,9798.224800008562,-833.6575921235872,17.99999999999997,21.55555555555556,4691033.333333333,4691033.333333333,53.85250491293965,2244.994432064365
4771523.25581395,4736992.24806202,999999999999.0,999999999999.0,4755401.639344262,0.12972120295082,6600.89573988691,9158.75898798423,-2557.863248097321,13.921568627450952,19.529411764705888,4691833.333333333,4691833.333333333,44.96855257814103,9273.618495495704
4768567.65676568,4734600.66006601,999999999999.0,999999999999.0,4755700.0,0.082029933,4913.108740857802,8309.628938558944,-3396.520197701142,14.117647058823502,15.346405228758178,4692333.333333333,4692333.333333333,46.4701337232541,9850.8882848198
4767500.0,4735547.61904762,999999999999.0,999999999999.0,4738117.647058823,0.0593152623529412,3853.866975340992,7418.476545915354,-3564.609570574362,22.61227071473748,16.883828800337344,4693133.333333333,4693133.333333333,48.488345740591605,8749.857141690944
4762456.14035088,4719894.73684211,999999999999.0,999999999999.0,4741222.222222222,0.218797029375,3618.2346294196323,6658.42816261621,-3040.193533196578,40.52978254705662,25.7532334402059,4694266.666666667,4694266.666666667,52.35720177703036,7166.589146867567
4767174.05063291,4721487.34177215,999999999999.0,999999999999.0,4752768.421052632,0.225049604736842,3631.7051888322458,6053.083567859418,-2421.378379027172,64.22259300457296,42.45488208878905,4695433.333333333,4695433.333333333,53.759735565038326,6887.670143089026
4770247.55700326,4730348.53420195,999999999999.0,999999999999.0,4753407.766990291,0.187436803106796,4478.364969695918,5738.139848226718,-1259.7748785307995,80.46481145392214,61.73906233518394,4697266.666666667,4697266.666666667,58.57514462998371,9068.627239003707
4770676.37540453,4733666.66666667,999999999999.0,999999999999.0,4755774.647887324,0.141676717746479,5170.438986388035,5624.599675858981,-454.1606894709457,86.75073099415202,77.1460451508824,4698733.333333333,4698733.333333333,58.993225680140995,8704.022058795577
4773563.29113924,4731174.05063291,999999999999.0,999999999999.0,4762815.286624203,0.183507510254777,6052.6002360880375,5710.199787904792,342.4004481832453,88.51840776182878,85.24465006996768,4700400.0,4700400.0,61.10684765208033,7605.261336732618
4777110.41009464,4740529.96845426,999999999999.0,999999999999.0,4762700.0,0.065795274,6196.144232450053,5807.3886768138445,388.75555563620856,85.44823232323229,86.90579035973771,4701966.666666667,4701966.666666667,57.290728050188655,5564.171097297422
4775471.38047138,4741595.95959596,999999999999.0,999999999999.0,4756873.563218391,0.124733834597701,5918.907828090712,5829.692507069218,89.21532102149467,72.32323232323229,82.09662413609779,4703366.666666667,4703366.666666667,54.83227571464626,3200.0
4770467.53246753,4730090.90909091,999999999999.0,999999999999.0,4708466.666666667,0.0439439873333333,5474.703718372621,5758.6947493298985,-283.99103095727787,39.99999999999997,65.92382154882152,4704233.333333333,4704233.333333333,53.593913729092044,4176.12260356422
4723409.39597315,4691073.82550336,999999999999.0,999999999999.0,4710686.046511628,0.105044717674419,4107.025812258944,5428.360961915708,-1321.3351496567639,14.999999999999972,42.44107744107742,4704666.666666667,4704666.666666667,46.76888764557642,7939.773296511683
4725307.93650794,4690384.12698413,999999999999.0,999999999999.0,4704887.3239436615,0.178074566619718,3866.1724577555433,5115.923261083675,-1249.750803328132,14.666666666666638,23.222222222222204,4705600.0,4705600.0,52.71348292199695,6000.0
4723598.07073955,4693270.09646302,999999999999.0,999999999999.0,4712826.923076923,0.133758985769231,3633.4107417454943,4819.420757216039,-1186.010015470545,32.99999999999997,20.88888888888887,4706366.666666667,4706366.666666667,52.71348292199695,4923.413450036468
4727054.31309904,4698974.44089457,999999999999.0,999999999999.0,4713672.7272727275,0.193860477636364,7637.561411632225,5383.048888099276,2254.5125235329488,66.3333333333333,37.99999999999998,4709000.0,4709000.0,70.8833231418194,22632.719677493467
4726572.34726688,4698691.31832797,999999999999.0,999999999999.0,4720809.523809524,0.179922594285714,10607.906678221188,6428.020446123659,4179.8862320975295,80.8333333333333,60.055555555555536,4711266.666666667,4711266.666666667,70.33417565946196,27809.350945320533
4731314.93506494,4701659.09090909,999999999999.0,999999999999.0,4719929.824561403,0.10255836,12495.124118673615,7641.44118063365,4853.682938039965,88.6261261261261,78.59759759759758,4713700.0,4713700.0,68.0627471331558,25040.76676142326
4729654.00843882,4699628.69198312,999999999999.0,999999999999.0,4717076.923076923,0.0505180592307692,13592.002465254627,8831.553437557846,4760.449027696781,79.9503270393681,83.13659549960919,4716166.666666667,4716166.666666667,66.33251223818685,20005.9991002699
4728742.85714286,4692914.28571429,999999999999.0,999999999999.0,4712651.851851852,0.128029903703704,14615.573791319504,9988.357508310179,4627.216283009326,68.96547855451962,79.18064390667128,4718833.333333333,4718833.333333333,67.51817040253539,2870.5400188814647
4727206.4516129,4691441.93548387,999999999999.0,999999999999.0,4701644.970414201,0.125572866331361,14692.553334061056,10929.196673460354,3763.3566606007025,53.950463539504604,67.62208971113078,4719433.333333333,4719433.333333333,63.31589721082932,3429.2856398964495
4712198.08306709,4686696.485623,999999999999.0,999999999999.0,4698372.881355932,0.0846643923728813,13388.847239810042,11421.126786730292,1967.7204530797499,38.44325609031488,53.7863993947797,4719866.666666667,4719866.666666667,55.364028463898066,7984.985911070852
4710882.1656051,4683044.58598726,999999999999.0,999999999999.0,4695285.714285715,0.0583479575324675,12214.845630470663,11579.870555478366,634.9750749922969,30.867498514557308,41.087072714792264,4720366.666666667,4720366.666666667,55.36402846389805,9252.026804976302
4712214.28571429,4681418.83116883,999999999999.0,999999999999.0,4689506.493506493,0.121166223376623,12751.284875227138,11814.153419428121,937.1314557990172,50.387018034076824,39.899257546316335,4721733.333333333,4721733.333333333,62.62291445680431,9583.318840568752
4716592.23300971,4678155.33980583,999999999999.0,999999999999.0,4694925.0,0.1528968832,13265.57448436413,12104.437632415324,1161.136851948806,68.64409864409862,49.96620506424424,4722966.666666667,4722966.666666667,63.57967819028513,9810.198774744576
4720699.34640523,4678944.44444444,999999999999.0,999999999999.0,4707615.384615385,0.20961686025641,12958.928742413409,12275.335854414941,683.5928879984676,80.26026026026024,66.43045897947856,4723900.0,4723900.0,59.73724829464939,9887.365675446621
4728254.90196078,4693555.55555556,999999999999.0,999999999999.0,4710609.375,0.0994330225,12172.138731000014,12254.696429731956,-82.55769873194185,61.45758661887694,70.12064850774526,4725133.333333333,4725133.333333333,57.08352837582691,8074.65169527454
4730766.02564103,4695016.02564103,999999999999.0,999999999999.0,4713539.325842696,0.135595413370787,10858.58942028042,11975.475027841649,-1116.8856075612293,39.25851254480286,60.325453141313346,4726033.333333333,4726033.333333333,53.500266606970456,6734.983296193094
4730730.76923077,4697173.07692308,999999999999.0,999999999999.0,4709165.289256198,0.202357189090909,8668.673699115403,11314.1147620964,-2645.4410629809972,22.000829329672836,40.90564283111755,4726600.0,4726600.0,47.532786293822724,10936.178491593853
4733104.23452769,4691472.31270358,999999999999.0,999999999999.0,4714809.917355372,0.131705378512397,5817.102422429249,10214.71229416297,-4397.609871733721,12.893960775799671,24.717767550091793,4726766.666666667,4726766.666666667,42.435394913291994,13841.965178398623
4735841.05960265,4700205.29801324,999999999999.0,999999999999.0,4723836.065573771,0.107502523114754,2080.7761808950454,8587.925071509384,-6507.148890614339,7.685627442466338,14.19347251597962,4726433.333333333,4726433.333333333,36.58515771068899,18301.912468373353
4740647.24919094,4710223.30097087,999999999999.0,999999999999.0,4717535.714285715,0.118107729107143,-870.2574975825846,6696.28855769099,-7566.546055273575,3.338372385991424,7.972653534752482,4726733.333333333,4726733.333333333,36.58515771068899,17269.626515938322
4739305.73248408,4702038.21656051,999999999999.0,999999999999.0,4716969.3877551025,0.188814645306122,-4289.212573340163,4499.18833148476,-8788.400904824923,0.6172839506172743,3.880427926358349,4726466.666666667,4726466.666666667,32.53873881288872,15722.595205626836
4735422.44224422,4695396.03960396,999999999999.0,999999999999.0,4724483.606557377,0.161146258442623,-6919.001164622605,2215.550432263287,-9134.551596885893,1.3117283950617187,1.7557949105568094,4726066.666666667,4726066.666666667,32.53873881288872,11798.304963002101
4739478.82736156,4699557.00325733,999999999999.0,999999999999.0,4728750.0,0.112622165,-8661.211586115882,40.19802858745288,-8701.409614703334,7.043650793650784,2.990887713109929,4725500.0,4725500.0,34.34344531889535,6462.197768561405
4742050.72463768,4701442.02898551,999999999999.0,999999999999.0,4732952.380952381,0.217791132244898,-10725.208792856894,-2112.8833357014164,-8612.325457155479,7.043650793650784,5.133009994121099,4724500.0,4724500.0,31.334348093263582,6841.052550594828
4746295.18072289,4705385.54216867,999999999999.0,999999999999.0,4679189.189189189,0.0936952278378378,-13097.568897364661,-4309.8204480340655,-8787.748449330596,7.539682539682531,7.208994708994703,4722766.666666667,4722766.666666667,28.387874187070505,7552.483035399682
4698706.89655172,4669232.75862069,999999999999.0,999999999999.0,4687979.057591623,0.15346006513089,-14168.818906339817,-6281.6201396952165,-7887.1987666446,11.904761904761898,8.829365079365074,4721266.666666667,4721266.666666667,33.300213575889856,7445.804187594514
4701440.99378882,4671217.39130435,999999999999.0,999999999999.0,4686459.183673469,0.145889983571429,-14288.2447662903,-7882.9450650142335,-6405.299701276066,30.952380952380945,16.798941798941794,4719833.333333333,4719833.333333333,37.34985539212312,7014.271166700073
4704414.72868217,4671162.79069767,999999999999.0,999999999999.0,4689140.0,0.1433722564,-13740.3505566651,-9054.426163344408,-4685.924393320693,52.67857142857142,31.84523809523809,4718800.0,4718800.0,40.67469023644673,7014.271166700073
4702826.2295082,4673449.18032787,999999999999.0,999999999999.0,4683554.054054054,0.156396494459459,-13314.04767953232,-9906.35046658199,-3407.69721295033,62.797619047619044,48.8095238095238,4717833.333333333,4717833.333333333,39.91429413496322,7709.734106958554
4698451.72413793,4668334.48275862,999999999999.0,999999999999.0,4681962.962962963,0.116199972592593,-11791.285622752272,-10283.337497816046,-1507.9481249362252,77.08333333333333,64.18650793650794,4717366.666666667,4717366.666666667,46.867341867884846,7874.007874011811
4698294.87179487,4665685.8974359,999999999999.0,999999999999.0,4686932.835820896,0.152885780746269,-9905.460243535228,-10207.762046959882,302.3018034246543,81.75287356321839,73.87794198139026,4717533.333333333,4717533.333333333,50.20851148960731,8908.422980528036
4704610.22364217,4669083.06709265,999999999999.0,999999999999.0,4684440.860215054,0.139734806129032,-7517.358191515319,-9669.68127587097,2152.3230843556503,88.56181665264928,82.46600784973367,4717666.666666667,4717666.666666667,54.60062447036608,11207.14058089752
4702031.94888179,4667373.80191693,999999999999.0,999999999999.0,4682965.517241379,0.262934852413793,-6916.795521794818,-9119.10412505574,2202.308603260921,69.04962153069808,79.78810391552192,4717233.333333333,4717233.333333333,47.009025674722004,9826.494797230598
4699866.66666667,4661844.44444444,999999999999.0,999999999999.0,4671596.49122807,0.122825766315789,-5888.812854386866,-8473.045870921964,2584.2330165350977,58.580531751263464,72.06398997820362,4715233.333333333,4715233.333333333,49.66888810705177,6228.964600958975
4686641.37931035,4652082.75862069,999999999999.0,999999999999.0,4673325.301204819,0.253252846385542,-5096.076430014335,-7797.651982740438,2701.5755527261035,42.43250820206246,56.687553828008014,4713233.333333333,4713233.333333333,49.22540204465164,5549.774770204644
4690012.77955272,4653837.06070288,999999999999.0,999999999999.0,4671073.1707317075,0.289870143902439,-8086.427363283932,-7855.407058849137,-231.02030443479543,28.611369990680345,43.208136648002096,4709833.333333333,4709833.333333333,34.12928527979996,19985.995096566996
4689772.2007722,4648223.93822394,999999999999.0,999999999999.0,4658858.6387434555,0.152225310471204,-10656.230204298161,-8415.571687938942,-2240.658516359219,12.752114508783352,27.93199756717539,4706400.0,4706400.0,33.17650352681947,22986.952821111372
4681033.55704698,4641473.15436242,999999999999.0,999999999999.0,4663146.666666667,0.1854235268,-12069.537499060854,-9146.364850163325,-2923.172648897529,6.289308176100636,15.884264225188119,4703033.333333333,4703033.333333333,36.059970696795766,23189.65286501719
4686501.76678445,4650925.795053,999999999999.0,999999999999.0,4670000.0,0.109439516666667,-12002.247915196232,-9717.541463169906,-2284.7064520263266,19.7508466376391,12.930756440841037,4700333.333333333,4700333.333333333,41.90884896113277,18247.19156473127
4689046.05263158,4656710.52631579,999999999999.0,999999999999.0,4670982.142857143,0.10706677875,-11493.662082650699,-10072.765587066064,-1420.896495584635,49.35718253328317,25.132445782340977,4698266.666666667,4698266.666666667,43.617851449882885,8957.678270623477
4687221.78988327,4656482.49027237,999999999999.0,999999999999.0,4673626.865671642,0.200840511492537,-10804.67133541219,-10219.146736735289,-585.5245986769005,77.659069325736,48.922366165552766,4696266.666666667,4696266.666666667,44.49708289169411,9850.8882848198
4689303.31753554,4656497.63033175,999999999999.0,999999999999.0,4673119.047619048,0.153718903809524,-10381.049851559103,-10251.527359700052,-129.5224918590502,92.40265906932575,73.13963697611497,4693500.0,4693500.0,43.403719620851675,6782.329983125268
4689288.34355828,4656631.90184049,999999999999.0,999999999999.0,4660692.307692308,0.207036006923077,-10728.570912910625,-10346.936070342166,-381.63484256845913,71.53846153846155,80.53339664450776,4690300.0,4690300.0,39.885585885151094,4534.313619501853
4684747.47474747,4642868.68686869,999999999999.0,999999999999.0,4660245.2830188675,0.130577751320755,-10639.266093024984,-10405.40207487873,-233.86401814625424,49.96983408748116,71.30365156508948,4687433.333333333,4687433.333333333,41.419649257503565,5003.998401278722
4682760.2739726,4649390.4109589,999999999999.0,999999999999.0,4664573.1707317075,0.201915056768293,-5980.816264418885,-9520.48491278676,3539.668648367875,54.56893868658576,58.69241143750949,4686600.0,4686600.0,61.281951830545154,21512.78689523977
4687983.44370861,4648632.45033113,999999999999.0,999999999999.0,4661715.189873418,0.296050522405063,-2262.876184862107,-8068.9631672018295,5806.086982339722,76.86060535325242,60.46645937577312,4686000.0,4686000.0,61.281951830545154,26977.027263951823
4688464.02877698,4645741.00719424,999999999999.0,999999999999.0,4667720.634920635,0.279387265333333,-1557.7906389432028,-6766.728661550104,5208.9380226069015,82.80423280423281,71.41125894802367,4684900.0,4684900.0,51.21274907362889,25734.02417034693
4694957.29537367,4654644.12811388,999999999999.0,999999999999.0,4686017.24137931,0.190299941896552,-1067.3926683347672,-5626.861462907037,4559.46879457227,67.1875,75.61744605249508,4684200.0,4684200.0,50.891137766326224,21010.473578670233
4723389.61038961,4681337.66233766,999999999999.0,999999999999.0,4725857.142857143,0.11053078047619,-15269.304313375615,-7555.350033000753,-7713.954280374862,35.507454128440365,61.83306231089106,4678000.0,4678000.0,22.743374320213352,80120.90863189209
4745088.23529412,4714286.76470588,999999999999.0,999999999999.0,4730487.804878049,0.0778268309756097,-26381.693159908056,-11320.618658382213,-15061.074501525844,18.553268608078376,40.41607424550625,4671733.333333333,4671733.333333333,22.59627785795069,95610.87804219768
4746847.27272727,4719716.36363636,999999999999.0,999999999999.0,4728139.534883721,0.288628162093023,-34707.56256206334,-15998.007439118439,-18709.555122944897,2.3966964431299225,18.81913972654956,4665966.666666667,4665966.666666667,22.864907554019208,90388.93737620772
